,prec_point,swq,tmean_point,tmax_point,tmin_point,prec_ref,swe,tmean_ref,tmax_ref,tmin_ref
1994-10-01,0.08695732490968601,0.0,0.0,0.0,0.0,0.0,0.0,7.683333333333333,9.972222222222225,2.5333333333333345
1994-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.249999999999999,7.683333333333333,0.8166666666666659
1994-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.111111111111111,15.122222222222224,1.961111111111112
1994-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.827777777777778,16.266666666666666,4.822222222222221
1994-10-05,0.0066971768448199995,0.0,0.0,0.0,0.0,0.0,0.0,5.966666666666668,12.833333333333336,2.5333333333333345
1994-10-06,0.005943015807652001,0.0,0.0,0.0,0.0,0.0,0.0,4.822222222222221,7.683333333333333,2.5333333333333345
1994-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.111111111111111,16.266666666666666,1.961111111111112
1994-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.116666666666665,21.416666666666668,7.683333333333333
1994-10-09,0.09965105459894202,0.0,0.0,0.0,0.0,0.0,0.0,9.972222222222225,16.266666666666666,5.966666666666668
1994-10-10,0.052819097380564894,0.0,0.0,0.0,0.0,0.1,0.0,3.677777777777776,5.966666666666668,1.961111111111112
1994-10-11,0.006954778440617699,7.874126627354169e-06,4.998625000000001e-06,0.00011996700000000001,0.0,0.2,0.0,1.961111111111112,4.822222222222221,0.2444444444444432
1994-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1055555555555574,11.116666666666665,0.2444444444444432
1994-10-13,0.48008496790716,0.0,0.0,0.0,0.0,0.0,0.0,2.5333333333333345,8.255555555555555,-0.3277777777777777
1994-10-14,0.940891350207039,0.0017254092322454165,0.0005127458333333333,0.0123059,0.0,1.7,0.0,1.3888888888888888,2.5333333333333345,0.2444444444444432
1994-10-15,0.014946397047427997,0.017059577781720833,0.0,-0.0,-0.0,0.0,0.0,1.3888888888888888,4.822222222222221,-0.3277777777777777
1994-10-16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.677777777777776,12.833333333333336,-0.3277777777777777
1994-10-17,0.010737929420526,0.0,0.0,0.0,0.0,0.0,0.0,3.1055555555555574,4.822222222222221,1.961111111111112
1994-10-18,9.190524647920001e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.677777777777776,9.4,1.961111111111112
